business_id,business_name,customer_radius_km,customer_type,supplier_dependency,seasonality,main_operational_risks,key_demand_indicators
BUS00636,Cafe - Unit 0636,0.5,Retail - Walk-in,Import-dependent supply chain,Year-end/New Year spike,Limited access to working capital credit; Logistics and last-mile delivery cost; Seasonal cash flow gaps,Foot traffic count; School/college enrollment nearby
BUS00637,Dairy & Milk Supplier - Unit 0637,7.8,Retail - Repeat/Loyalty,Seasonal supplier contracts,Harvest-season dependent,Power/utility disruptions; Perishable inventory spoilage,Online order volume trend; Local employment rate
BUS00638,Restaurant - Unit 0638,0.6,B2B - Local Businesses,Self-sourced/in-house production,Harvest-season dependent,Currency/import cost fluctuation; Limited access to working capital credit; Seasonal cash flow gaps,Seasonal festival calendar; Average transaction value trend
BUS00639,Event Planning Service - Unit 0639,10.9,Institutional (Schools/Offices),Import-dependent supply chain,Summer peak (Apr-Jun),Currency/import cost fluctuation; Dependence on single supplier; Regulatory/licensing compliance burden,Average transaction value trend; Agricultural output in surrounding region
BUS00640,Packaging Unit - Unit 0640,9.9,Wholesale Bulk Buyers,Single supplier - high dependency,Harvest-season dependent,Logistics and last-mile delivery cost; Seasonal cash flow gaps; Power/utility disruptions,Repeat customer rate; Foot traffic count; Social media engagement/reviews
BUS00641,Furniture Store - Unit 0641,16.1,B2B - Local Businesses,Self-sourced/in-house production,"Low seasonality, weekday/weekend variation only",Perishable inventory spoilage; Competition from larger chains,Repeat customer rate; Average transaction value trend; Seasonal festival calendar
BUS00642,Salon & Spa - Unit 0642,2.1,Institutional (Schools/Offices),2-3 suppliers - moderate dependency,"Low seasonality, weekday/weekend variation only",Perishable inventory spoilage; Logistics and last-mile delivery cost; Raw material price volatility,Foot traffic count; Social media engagement/reviews
BUS00643,Auto Repair Shop - Unit 0643,19.4,Retail - Repeat/Loyalty,Self-sourced/in-house production,"Back-to-school peak (Jun, Jan)",Perishable inventory spoilage; Logistics and last-mile delivery cost; Dependence on single supplier,Repeat customer rate; School/college enrollment nearby
BUS00644,Print & Copy Shop - Unit 0644,2.2,Wholesale Bulk Buyers,Single supplier - high dependency,Stable year-round demand,Limited access to working capital credit; Perishable inventory spoilage; Regulatory/licensing compliance burden,School/college enrollment nearby; Average transaction value trend; Local construction/real estate activity
BUS00645,Event Planning Service - Unit 0645,4.7,B2B - Local Businesses,2-3 suppliers - moderate dependency,Summer peak (Apr-Jun),Limited access to working capital credit; Logistics and last-mile delivery cost,School/college enrollment nearby; Repeat customer rate; Local employment rate
BUS00646,Textile Manufacturer - Unit 0646,0.4,Retail - Repeat/Loyalty,Single supplier - high dependency,Summer peak (Apr-Jun),Competition from larger chains; Power/utility disruptions; Logistics and last-mile delivery cost,Seasonal festival calendar; Local construction/real estate activity; School/college enrollment nearby
BUS00647,Stationery Shop - Unit 0647,11.2,Retail - Repeat/Loyalty,2-3 suppliers - moderate dependency,Summer peak (Apr-Jun),High employee attrition; Dependence on single supplier,Agricultural output in surrounding region; Online order volume trend
BUS00648,Plastic Goods Manufacturer - Unit 0648,0.4,B2B - Local Businesses,Import-dependent supply chain,Monsoon-dependent (Jun-Sep),Currency/import cost fluctuation; Delayed customer payments (B2B); High employee attrition,Seasonal festival calendar; Average transaction value trend
BUS00649,Salon & Spa - Unit 0649,14.5,Retail - Repeat/Loyalty,2-3 suppliers - moderate dependency,Summer peak (Apr-Jun),Competition from larger chains; Limited access to working capital credit; Raw material price volatility,Local construction/real estate activity; Online order volume trend; School/college enrollment nearby
BUS00650,Dairy & Milk Supplier - Unit 0650,28.3,Wholesale Bulk Buyers,Single supplier - high dependency,Wedding season peak (Nov-Feb),Dependence on single supplier; Currency/import cost fluctuation,Local employment rate; Average transaction value trend; Local construction/real estate activity
BUS00651,Cafe - Unit 0651,24,Retail - Walk-in,Self-sourced/in-house production,Harvest-season dependent,Delayed customer payments (B2B); Logistics and last-mile delivery cost; Currency/import cost fluctuation,Online order volume trend; Foot traffic count; Social media engagement/reviews
BUS00652,Kirana Store - Unit 0652,10.3,Government/Institutional Contracts,Single supplier - high dependency,"Back-to-school peak (Jun, Jan)",Competition from larger chains; Dependence on single supplier; Limited access to working capital credit,Average transaction value trend; Local employment rate; Foot traffic count
BUS00653,Electronics Retailer - Unit 0653,5.5,Mixed Retail & Wholesale,Diversified supplier base - low dependency,Year-end/New Year spike,Delayed customer payments (B2B); High employee attrition,Local construction/real estate activity; School/college enrollment nearby; Average transaction value trend
BUS00654,Salon & Spa - Unit 0654,5.4,Wholesale Bulk Buyers,Self-sourced/in-house production,Wedding season peak (Nov-Feb),Seasonal cash flow gaps; Logistics and last-mile delivery cost; High employee attrition,Agricultural output in surrounding region; Repeat customer rate; Average transaction value trend
BUS00655,Salon & Spa - Unit 0655,1.8,Mixed Retail & Wholesale,Single supplier - high dependency,Harvest-season dependent,Perishable inventory spoilage; High employee attrition; Currency/import cost fluctuation,Foot traffic count; Competitor density in radius
BUS00656,Packaging Unit - Unit 0656,4.7,B2B - Local Businesses,2-3 suppliers - moderate dependency,"Low seasonality, weekday/weekend variation only",Dependence on single supplier; Regulatory/licensing compliance burden,Repeat customer rate; Local construction/real estate activity; Online order volume trend
BUS00657,Auto Repair Shop - Unit 0657,17.8,Institutional (Schools/Offices),Diversified supplier base - low dependency,Wedding season peak (Nov-Feb),Delayed customer payments (B2B); Perishable inventory spoilage,Agricultural output in surrounding region; Social media engagement/reviews
BUS00658,Cafe - Unit 0658,1.1,Mixed Retail & Wholesale,Self-sourced/in-house production,Stable year-round demand,Logistics and last-mile delivery cost; Limited access to working capital credit,Social media engagement/reviews; Foot traffic count
BUS00659,Grocery Wholesaler - Unit 0659,0.9,Retail - Repeat/Loyalty,2-3 suppliers - moderate dependency,Wedding season peak (Nov-Feb),Limited access to working capital credit; Perishable inventory spoilage,Social media engagement/reviews; Average transaction value trend; Repeat customer rate
BUS00660,Salon & Spa - Unit 0660,6.5,B2B - Local Businesses,Single supplier - high dependency,Monsoon-dependent (Jun-Sep),Power/utility disruptions; Raw material price volatility; High employee attrition,Competitor density in radius; Seasonal festival calendar; Social media engagement/reviews
BUS00661,Electronics Retailer - Unit 0661,0.9,Wholesale Bulk Buyers,Diversified supplier base - low dependency,Monsoon-dependent (Jun-Sep),Delayed customer payments (B2B); Power/utility disruptions,Local population growth; Local employment rate
BUS00662,Tutoring Center - Unit 0662,11.6,Government/Institutional Contracts,Import-dependent supply chain,Wedding season peak (Nov-Feb),Competition from larger chains; Seasonal cash flow gaps,Agricultural output in surrounding region; Social media engagement/reviews
BUS00663,Restaurant - Unit 0663,0.9,Wholesale Bulk Buyers,2-3 suppliers - moderate dependency,Harvest-season dependent,Power/utility disruptions; Raw material price volatility,Local construction/real estate activity; Foot traffic count
BUS00664,Vegetable Vendor - Unit 0664,23.8,Wholesale Bulk Buyers,Self-sourced/in-house production,"Low seasonality, weekday/weekend variation only",Limited access to working capital credit; Regulatory/licensing compliance burden; Currency/import cost fluctuation,Seasonal festival calendar; Social media engagement/reviews
BUS00665,Cafe - Unit 0665,2.2,Mixed Retail & Wholesale,Import-dependent supply chain,Monsoon-dependent (Jun-Sep),Limited access to working capital credit; Regulatory/licensing compliance burden; Power/utility disruptions,Seasonal festival calendar; Repeat customer rate
BUS00666,Pharmacy - Unit 0666,18.7,B2B - Local Businesses,Seasonal supplier contracts,"Low seasonality, weekday/weekend variation only",High employee attrition; Dependence on single supplier; Delayed customer payments (B2B),Social media engagement/reviews; Competitor density in radius; Local population growth
BUS00667,Kirana Store - Unit 0667,0.6,Government/Institutional Contracts,Seasonal supplier contracts,"Back-to-school peak (Jun, Jan)",Perishable inventory spoilage; Power/utility disruptions,Agricultural output in surrounding region; Foot traffic count
BUS00668,Agri Input Dealer - Unit 0668,6.3,Government/Institutional Contracts,Diversified supplier base - low dependency,Stable year-round demand,Currency/import cost fluctuation; Dependence on single supplier,Seasonal festival calendar; Local construction/real estate activity; Foot traffic count
BUS00669,Print & Copy Shop - Unit 0669,8.4,Government/Institutional Contracts,Seasonal supplier contracts,Monsoon-dependent (Jun-Sep),Perishable inventory spoilage; Limited access to working capital credit; Logistics and last-mile delivery cost,Agricultural output in surrounding region; Local employment rate
BUS00670,Grocery Wholesaler - Unit 0670,2.5,Government/Institutional Contracts,Seasonal supplier contracts,Monsoon-dependent (Jun-Sep),Competition from larger chains; Dependence on single supplier; Seasonal cash flow gaps,Local employment rate; Repeat customer rate; School/college enrollment nearby
BUS00671,Pharmacy - Unit 0671,11.6,Mixed Retail & Wholesale,2-3 suppliers - moderate dependency,Year-end/New Year spike,Regulatory/licensing compliance burden; Currency/import cost fluctuation,Local construction/real estate activity; Social media engagement/reviews; School/college enrollment nearby
BUS00672,Photography Studio - Unit 0672,11.5,Mixed Retail & Wholesale,Import-dependent supply chain,Harvest-season dependent,Limited access to working capital credit; Competition from larger chains; Power/utility disruptions,Local population growth; Social media engagement/reviews
BUS00673,Salon & Spa - Unit 0673,16.3,B2B - Local Businesses,Import-dependent supply chain,"Low seasonality, weekday/weekend variation only",Limited access to working capital credit; High employee attrition,Average transaction value trend; Foot traffic count; Local population growth
BUS00674,Textile Manufacturer - Unit 0674,8.2,Retail - Repeat/Loyalty,Seasonal supplier contracts,Harvest-season dependent,Dependence on single supplier; Regulatory/licensing compliance burden,Foot traffic count; Social media engagement/reviews; Local population growth
BUS00675,Auto Repair Shop - Unit 0675,6.5,Online/E-commerce,Diversified supplier base - low dependency,"Back-to-school peak (Jun, Jan)",Raw material price volatility; Seasonal cash flow gaps; Currency/import cost fluctuation,Foot traffic count; Seasonal festival calendar; School/college enrollment nearby
